"disease","state","year","weeks_reporting","count","population","raw_rate","rate"
"Hepatitis A","North Carolina",1966,52,399,4843951,8.2370775426919,8.2370775426919
"Hepatitis A","North Carolina",1967,52,339,4897944,6.92127145594151,6.92127145594151
"Hepatitis A","North Carolina",1968,50,371,4955195,7.48709182988762,7.78657550308313
"Hepatitis A","North Carolina",1969,50,635,5016342,12.6586265450003,13.1649716068003
"Hepatitis A","North Carolina",1970,51,956,5082059,18.8112731473602,19.1801216404456
"Hepatitis A","North Carolina",1971,51,1288,5152805,24.9960943602562,25.4862138575161
"Hepatitis A","North Carolina",1972,47,1504,5228047,28.7679127597743,31.8283290108142
"Hepatitis A","North Carolina",1973,51,1284,5306964,24.1946242710521,24.6690286685238
"Hepatitis A","North Carolina",1974,49,866,5388688,16.0707021820525,17.0546227238108
"Hepatitis A","North Carolina",1975,51,634,5472289,11.5856454218701,11.812814939946
"Hepatitis A","North Carolina",1976,52,496,5556784,8.92602627706962,8.92602627706962
"Hepatitis A","North Carolina",1977,50,432,5641121,7.65805236228757,7.96437445677907
"Hepatitis A","North Carolina",1978,48,329,5724190,5.74753807962349,6.22649958625878
"Hepatitis A","North Carolina",1979,50,452,5804815,7.78663919521983,8.09810476302862
"Hepatitis A","North Carolina",1980,37,263,5881766,4.47144616089793,6.2841946045052
"Hepatitis A","North Carolina",1981,48,236,5954197,3.96359072432437,4.2938899513514
"Hepatitis A","North Carolina",1982,48,147,6023017,2.44063730851166,2.64402375088764
"Hepatitis A","North Carolina",1983,43,126,6089643,2.06908680853705,2.50215148939364
"Hepatitis A","North Carolina",1984,41,105,6155563,1.70577411034539,2.16342082287708
"Hepatitis A","North Carolina",1985,38,83,6222335,1.33390439441142,1.82534285551037
"Hepatitis A","North Carolina",1986,30,71,6291584,1.12849164852603,1.95605219077845
"Hepatitis A","North Carolina",1987,49,170,6365009,2.67085246855111,2.83437404825832
"Hepatitis A","North Carolina",1988,22,218,6444390,3.3827871994091,7.99567883496696
"Hepatitis A","North Carolina",1989,34,291,6531602,4.45526227715651,6.81393054153348
"Hepatitis A","North Carolina",1990,42,531,6628637,8.0106966183244,9.91800533697307
"Hepatitis A","North Carolina",1991,38,125,6737074,1.85540488348503,2.53897510371635
"Hepatitis A","North Carolina",1992,35,77,6856389,1.12304013089106,1.66851676589528
"Hepatitis A","North Carolina",1993,27,55,6985472,0.787348371019167,1.51637464048136
"Hepatitis A","North Carolina",1994,29,84,7123139,1.17925538165126,2.11452689123675
"Hepatitis A","North Carolina",1995,41,89,7268111,1.22452725336748,1.55305895549047
"Hepatitis A","North Carolina",1996,44,184,7418999,2.4801189486614,2.93104966659984
"Hepatitis A","North Carolina",1997,26,95,7574287,1.25424346872518,2.50848693745035
"Hepatitis A","North Carolina",1998,35,86,7732325,1.11221398479759,1.65243220598499
"Hepatitis A","North Carolina",1999,36,120,7891315,1.52065910434446,2.19650759516422
"Hepatitis A","North Carolina",2000,41,125,8049313,1.55292756040174,1.96956666197294
"Hepatitis A","North Carolina",2001,40,197,8204646,2.40107860838847,3.12140219090501
"Hepatitis A","North Carolina",2002,49,204,8357246,2.44099551455109,2.5904442195236
"Hepatitis A","North Carolina",2003,45,112,8507499,1.31648560875529,1.52127225900611
"Hepatitis A","North Carolina",2004,46,97,8655838,1.12063095450724,1.26680020944296
"Hepatitis A","North Carolina",2005,50,83,8802741,0.942888129958612,0.980603655156956
"Hepatitis A","North Carolina",2006,50,100,8948728,1.11747725486795,1.16217634506267
"Hepatitis A","North Carolina",2007,48,65,9094366,0.714728217448033,0.774288902235369
"Hepatitis A","North Carolina",2008,47,62,9240262,0.670976645467412,0.742357139666073
"Hepatitis A","North Carolina",2009,49,38,9387070,0.404812151182424,0.429596568601756
"Hepatitis A","North Carolina",2010,43,47,9535483,0.492895850163017,0.596060097871556
"Hepatitis A","North Carolina",2011,49,26,9686120,0.268425334396022,0.284859538542718
"Measles","North Carolina",1928,48,56207,3051145,1842.16089369728,1995.67430150539
"Measles","North Carolina",1929,47,1207,3112698,38.7766497103156,42.901825211413
"Measles","North Carolina",1930,52,1304,3170276,41.1320654731638,41.1320654731638
"Measles","North Carolina",1931,51,15299,3222797,474.711872947629,484.019948887779
"Measles","North Carolina",1932,52,13653,3270525,417.455913041484,417.455913041484
"Measles","North Carolina",1933,52,16197,3314127,488.725990283414,488.725990283414
"Measles","North Carolina",1934,52,55684,3354334,1660.0612819117,1660.0612819117
"Measles","North Carolina",1935,49,10763,3391936,317.311411536067,336.738640813785
"Measles","North Carolina",1936,48,1347,3427771,39.2966741360493,42.5713969807201
"Measles","North Carolina",1937,50,7652,3462717,220.982540588792,229.821842212344
"Measles","North Carolina",1938,51,47589,3497696,1360.58136556179,1387.25943155319
"Measles","North Carolina",1939,51,23355,3533666,660.928339011101,673.887718207397
"Measles","North Carolina",1940,48,7523,3571623,210.632533164894,228.185244261969
"Measles","North Carolina",1941,48,23632,3612382,654.194379221245,708.710577489682
"Measles","North Carolina",1942,50,20163,3655872,551.523685730791,573.584633160023
"Measles","North Carolina",1943,47,6067,3701788,163.893772414844,181.329280118551
"Measles","North Carolina",1944,47,23906,3749809,637.52580464765,705.347698759102
"Measles","North Carolina",1945,48,2562,3799599,67.4281680777366,73.0471820842147
"Measles","North Carolina",1946,52,8346,3850802,216.734072538656,216.734072538656
"Measles","North Carolina",1947,50,4810,3903045,123.237113586956,128.166598130434
"Measles","North Carolina",1948,43,1035,3955929,26.1632602607377,31.6392914781015
"Measles","North Carolina",1949,51,17306,4009038,431.674631170869,440.1388396252
"Measles","North Carolina",1950,51,4836,4061929,119.056733881858,121.391179644247
"Measles","North Carolina",1951,49,3353,4114220,81.4978294792209,86.4874925085609
"Measles","North Carolina",1952,49,3847,4165838,92.3463658452393,98.0002249786213
"Measles","North Carolina",1953,49,4757,4216791,112.810902888002,119.717692860737
"Measles","North Carolina",1954,50,9472,4267092,221.977871580927,230.856986444164
"Measles","North Carolina",1955,48,1259,4316755,29.1654263445574,31.5958785399372
"Measles","North Carolina",1956,51,7705,4365795,176.485611440757,179.94611362587
"Measles","North Carolina",1957,50,1906,4414232,43.1785189360233,44.9056596934642
"Measles","North Carolina",1958,50,4103,4462088,91.9524670961218,95.6305657799667
"Measles","North Carolina",1959,41,3260,4509387,72.2936399115889,91.6894945220152
"Measles","North Carolina",1960,50,1239,4556155,27.1939826454543,28.2817419512725
"Measles","North Carolina",1961,50,5162,4602494,112.156582930907,116.642846248143
"Measles","North Carolina",1962,48,907,4648805,19.5103903046052,21.1362561633223
"Measles","North Carolina",1963,46,1449,4695582,30.8587945008734,34.8838546531612
"Measles","North Carolina",1964,47,1265,4743339,26.6689772752907,29.5061025173429
"Measles","North Carolina",1965,52,419,4792610,8.74262666897578,8.74262666897578
"Measles","North Carolina",1966,51,778,4843951,16.0612689930183,16.3761958360187
"Measles","North Carolina",1967,52,943,4897944,19.2529763508934,19.2529763508934
"Measles","North Carolina",1968,50,324,4955195,6.53859232583178,6.80013601886505
"Measles","North Carolina",1969,51,373,5016342,7.43569716737814,7.58149515105222
"Measles","North Carolina",1970,51,1013,5082059,19.9328657931756,20.3237062989241
"Measles","North Carolina",1971,50,1900,5152805,36.8731205624898,38.3480453849893
"Measles","North Carolina",1972,49,37,5228047,0.707721258052959,0.751051130994977
"Measles","North Carolina",1973,48,6,5306964,0.113058991920804,0.122480574580871
"Measles","North Carolina",1974,42,6,5388688,0.111344356919532,0.137854918090849
"Measles","North Carolina",1975,30,3,5472289,0.0548216660340856,0.0950242211257483
"Measles","North Carolina",1976,28,19,5556784,0.34192439367807,0.63500244540213
"Measles","North Carolina",1977,43,52,5641121,0.921802599164244,1.1147380268963
"Measles","North Carolina",1978,49,125,5724190,2.18371507584479,2.31741191722304
"Measles","North Carolina",1979,46,115,5804815,1.98111395453602,2.23952012251898
"Measles","North Carolina",1980,49,131,5881766,2.22722223223433,2.36358277706501
"Measles","North Carolina",1981,30,6,5954197,0.100769255703162,0.174666709885481
"Measles","North Carolina",1982,12,2,6023017,0.0332059497756689,0.143892449027899
"Measles","North Carolina",1985,35,9,6222335,0.144640235538588,0.214894064228759
"Measles","North Carolina",1986,32,4,6291584,0.0635769942831567,0.10331261571013
"Measles","North Carolina",1987,31,14,6365009,0.21995255623362,0.368952674972525
"Measles","North Carolina",1988,2,2,6444390,0.0310347449487073,0.80690336866639
"Measles","North Carolina",1989,46,195,6531602,2.98548503108426,3.37489612209525
"Measles","North Carolina",1990,41,45,6628637,0.678872594773254,0.861009144590469
"Measles","North Carolina",1991,34,45,6737074,0.66794575805461,1.02156410055411
"Measles","North Carolina",1992,37,25,6856389,0.364623419120473,0.512443724169313
"Measles","North Carolina",1994,24,3,7123139,0.0421162636304023,0.0912519045325383
"Measles","North Carolina",1996,22,4,7418999,0.0539156293187262,0.12743694202608
"Measles","North Carolina",1997,29,2,7574287,0.0264051256573721,0.0473471218683914
"Measles","North Carolina",1999,3,0,7891315,0,0
"Mumps","North Carolina",1975,43,126,5472289,2.30250997343159,2.78443066554518
"Mumps","North Carolina",1976,50,383,5556784,6.89247593572109,7.16817497314994
"Mumps","North Carolina",1977,51,84,5641121,1.48906573711147,1.51826310450581
"Mumps","North Carolina",1978,52,81,5724190,1.41504736914743,1.41504736914743
"Mumps","North Carolina",1979,52,90,5804815,1.55043700789775,1.55043700789775
"Mumps","North Carolina",1980,50,100,5881766,1.70016964292697,1.76817642864405
"Mumps","North Carolina",1981,45,23,5954197,0.386282146862121,0.446370480818451
"Mumps","North Carolina",1982,50,24,6023017,0.398471397308027,0.414410253200348
"Mumps","North Carolina",1983,46,32,6089643,0.525482364072902,0.594023541995454
"Mumps","North Carolina",1984,49,26,6155563,0.422382160656954,0.448242292942073
"Mumps","North Carolina",1985,47,20,6222335,0.321422745641307,0.355616654752084
"Mumps","North Carolina",1986,48,28,6291584,0.445038959982097,0.482125539980605
"Mumps","North Carolina",1987,50,31,6365009,0.487037803088731,0.50651931521228
"Mumps","North Carolina",1988,50,53,6444390,0.822420741140744,0.855317570786374
"Mumps","North Carolina",1989,52,45,6531602,0.688958084096367,0.688958084096367
"Mumps","North Carolina",1990,49,327,6628637,4.93314085535231,5.23516988731266
"Mumps","North Carolina",1991,47,278,6737074,4.1264204608707,4.56540136096333
"Mumps","North Carolina",1992,43,215,6856389,3.13576140443607,3.79208355885292
"Mumps","North Carolina",1993,39,172,6985472,2.46225308755085,3.28300411673446
"Mumps","North Carolina",1994,47,38,7123139,0.533472672651762,0.590225084635992
"Mumps","North Carolina",1995,48,39,7268111,0.536590594172268,0.581306477019958
"Mumps","North Carolina",1996,30,21,7418999,0.283057053923312,0.490632226800408
"Mumps","North Carolina",1997,45,12,7574287,0.158430753944233,0.183075537891113
"Mumps","North Carolina",1998,46,13,7732325,0.168125369794984,0.190054765855199
"Mumps","North Carolina",1999,49,9,7891315,0.114049432825834,0.12103205116211
"Mumps","North Carolina",2000,46,8,8049313,0.0993873638657113,0.112350933065587
"Mumps","North Carolina",2001,30,5,8204646,0.0609410814311794,0.105631207814044
"Mumps","North Carolina",2002,42,1,8357246,0.0119656642870151,0.0148146319743997
"Pertussis","North Carolina",1938,51,14725,3497696,420.991418350823,429.246152043976
"Pertussis","North Carolina",1939,52,10685,3533666,302.377191279538,302.377191279538
"Pertussis","North Carolina",1940,51,7011,3571623,196.297313574249,200.146280507077
"Pertussis","North Carolina",1941,51,10228,3612382,283.13727617954,288.688987477178
"Pertussis","North Carolina",1942,51,6001,3655872,164.146884792465,167.365451160945
"Pertussis","North Carolina",1943,52,8107,3701788,219.00227673762,219.00227673762
"Pertussis","North Carolina",1944,52,6588,3749809,175.688948423773,175.688948423773
"Pertussis","North Carolina",1945,52,5829,3799599,153.4109257319,153.4109257319
"Pertussis","North Carolina",1946,52,3475,3850802,90.2409420167539,90.2409420167539
"Pertussis","North Carolina",1947,51,2983,3903045,76.4275072411412,77.9260858144969
"Pertussis","North Carolina",1948,52,2046,3955929,51.7198362255743,51.7198362255743
"Pertussis","North Carolina",1949,52,1398,4009038,34.8712085043843,34.8712085043843
"Pertussis","North Carolina",1950,51,3208,4061929,78.9772544030189,80.5258280187643
"Pertussis","North Carolina",1951,48,1991,4114220,48.3931340570023,52.4258952284192
"Pertussis","North Carolina",1952,48,1192,4165838,28.6136906908046,30.9981649150383
"Pertussis","North Carolina",1953,42,221,4216791,5.24095218378146,6.48879794182466
"Pertussis","North Carolina",1954,52,797,4267092,18.6778255542651,18.6778255542651
"Pertussis","North Carolina",1955,51,1398,4316755,32.3854376725109,33.0204462543249
"Pertussis","North Carolina",1974,21,51,5388688,0.946427033816023,2.34353360754444
"Pertussis","North Carolina",1975,26,46,5472289,0.840598879189312,1.68119775837862
"Pertussis","North Carolina",1976,26,58,5556784,1.04376920175411,2.08753840350822
"Pertussis","North Carolina",1977,18,31,5641121,0.549536164886376,1.58754892078286
"Pertussis","North Carolina",1978,27,46,5724190,0.803607147910884,1.54768784042096
"Pertussis","North Carolina",1979,18,30,5804815,0.516812335965918,1.49301341501265
"Pertussis","North Carolina",1980,17,32,5881766,0.544054285736631,1.66416605048852
"Pertussis","North Carolina",1981,11,12,5954197,0.201538511406324,0.952727508466259
"Pertussis","North Carolina",1982,22,45,6023017,0.74713386995255,1.76595278352421
"Pertussis","North Carolina",1983,41,31,6089643,0.509061040195624,0.64563839244323
"Pertussis","North Carolina",1984,49,37,6155563,0.60108230555028,0.637883263032951
"Pertussis","North Carolina",1985,51,39,6222335,0.626774354000548,0.639064047216245
"Pertussis","North Carolina",1986,49,89,6291584,1.41458812280024,1.50119555889005
"Pertussis","North Carolina",1987,52,117,6365009,1.83817493423811,1.83817493423811
"Pertussis","North Carolina",1988,51,67,6444390,1.0396639557817,1.06004952354212
"Pertussis","North Carolina",1989,40,79,6531602,1.20950419208029,1.57235544970438
"Pertussis","North Carolina",1990,47,78,6628637,1.17671249760697,1.30189467820346
"Pertussis","North Carolina",1991,45,44,6737074,0.653102518986729,0.754696244162443
"Pertussis","North Carolina",1992,44,44,6856389,0.641737217652032,0.758416711770584
"Pertussis","North Carolina",1993,39,202,6985472,2.89171583537948,3.85562111383931
"Pertussis","North Carolina",1994,49,140,7123139,1.96542563608544,2.08575781788659
"Pertussis","North Carolina",1995,51,110,7268111,1.51346065022947,1.54313634925358
"Pertussis","North Carolina",1996,38,131,7418999,1.76573686018828,2.41627149288923
"Pertussis","North Carolina",1997,44,120,7574287,1.58430753944233,1.87236345570457
"Pertussis","North Carolina",1998,48,108,7732325,1.39673384137371,1.51312832815486
"Pertussis","North Carolina",1999,50,94,7891315,1.19118296506983,1.23883028367262
"Pertussis","North Carolina",2000,52,111,8049313,1.37899967363674,1.37899967363674
"Pertussis","North Carolina",2001,49,68,8204646,0.828798707464039,0.879541485472042
"Pertussis","North Carolina",2002,46,38,8357246,0.454695242906575,0.514003318068302
"Pertussis","North Carolina",2003,46,119,8507499,1.39876595930249,1.58121369312456
"Pertussis","North Carolina",2004,41,84,8655838,0.970443300810389,1.23080613761318
"Pertussis","North Carolina",2005,44,104,8802741,1.18145018693609,1.39625931183356
"Pertussis","North Carolina",2006,50,237,8948728,2.64842109403705,2.75435793779853
"Pertussis","North Carolina",2007,44,326,9094366,3.58463690597014,4.23638907069198
"Pertussis","North Carolina",2008,51,79,9240262,0.854954112772993,0.871717918905797
"Pertussis","North Carolina",2009,50,220,9387070,2.3436492963193,2.43739526817207
"Pertussis","North Carolina",2010,21,9,9535483,0.0943843117333438,0.233713533815899
"Pertussis","North Carolina",2011,48,163,9686120,1.6828203656366,1.82305539610632
"Polio","North Carolina",1928,49,48,3051145,1.57317990459319,1.6694970416091
"Polio","North Carolina",1929,52,133,3112698,4.27282055631481,4.27282055631481
"Polio","North Carolina",1930,51,89,3170276,2.80732655453342,2.86237217324976
"Polio","North Carolina",1931,52,105,3222797,3.25803952281202,3.25803952281202
"Polio","North Carolina",1932,52,54,3270525,1.65111106015089,1.65111106015089
"Polio","North Carolina",1933,52,30,3314127,0.905215762703119,0.905215762703119
"Polio","North Carolina",1934,52,45,3354334,1.34154797942006,1.34154797942006
"Polio","North Carolina",1935,52,677,3391936,19.9591030019434,19.9591030019434
"Polio","North Carolina",1936,51,51,3427771,1.48784735036267,1.51702082782076
"Polio","North Carolina",1937,52,106,3462717,3.06117999247412,3.06117999247412
"Polio","North Carolina",1938,51,79,3497696,2.25862968079559,2.30291653728177
"Polio","North Carolina",1939,50,115,3533666,3.25441057530621,3.38458699831846
"Polio","North Carolina",1940,47,90,3571623,2.51986281866815,2.78793333129242
"Polio","North Carolina",1941,49,138,3612382,3.82019398834343,4.05408341620119
"Polio","North Carolina",1942,48,83,3655872,2.27032018626473,2.45951353512012
"Polio","North Carolina",1943,46,41,3701788,1.10757288099697,1.25203890895309
"Polio","North Carolina",1944,47,712,3749809,18.9876337701467,21.007594809524
"Polio","North Carolina",1945,46,210,3799599,5.5268990227653,6.2477988952999
"Polio","North Carolina",1946,50,162,3850802,4.20691585804723,4.37519249236912
"Polio","North Carolina",1947,51,289,3903045,7.40447522383165,7.54966101253423
"Polio","North Carolina",1948,49,2239,3955929,56.5985891051129,60.0638088462422
"Polio","North Carolina",1949,46,248,4009038,6.18602268175059,6.99289520545718
"Polio","North Carolina",1950,46,752,4061929,18.5133713563186,20.9281589245341
"Polio","North Carolina",1951,45,320,4114220,7.77790200815708,8.98779787609262
"Polio","North Carolina",1952,45,1057,4165838,25.3730461914265,29.3199644878707
"Polio","North Carolina",1953,43,933,4216791,22.125829807548,26.7568174416859
"Polio","North Carolina",1954,47,739,4267092,17.3185860534528,19.1609888250967
"Polio","North Carolina",1955,43,425,4316755,9.8453583768363,11.9060147812904
"Polio","North Carolina",1956,51,343,4365795,7.85653013941333,8.01057974999006
"Polio","North Carolina",1957,46,229,4414232,5.18776539157887,5.86443044265438
"Polio","North Carolina",1958,51,109,4462088,2.44280256238783,2.49070065184642
"Polio","North Carolina",1959,38,190,4509387,4.21343300098217,5.76575042239666
"Polio","North Carolina",1960,51,99,4556155,2.17288481186439,2.21549039641075
"Polio","North Carolina",1961,49,21,4602494,0.456274359075753,0.484209523917126
"Polio","North Carolina",1962,43,14,4648805,0.30115266181309,0.364184614285597
"Polio","North Carolina",1963,48,8,4695582,0.170372916498956,0.184570659540535
"Polio","North Carolina",1964,47,12,4743339,0.252986345694457,0.279899786725782
"Polio","North Carolina",1967,23,1,4897944,0.0204167299585295,0.0461595633845016
"Polio","North Carolina",1968,26,1,4955195,0.0201808405118265,0.040361681023653
"Rubella","North Carolina",1969,8,18,5016342,0.358827209149615,2.3323768594725
"Rubella","North Carolina",1970,45,50,5082059,0.98385319808369,1.13689702889671
"Rubella","North Carolina",1971,47,53,5152805,1.02856599463787,1.13798790896105
"Rubella","North Carolina",1972,45,31,5228047,0.592955648638966,0.685193193982805
"Rubella","North Carolina",1973,46,204,5306964,3.84400572530735,4.3453977764344
"Rubella","North Carolina",1974,47,56,5388688,1.03921399791563,1.14976867854496
"Rubella","North Carolina",1975,45,44,5472289,0.804051101833255,0.929125717673983
"Rubella","North Carolina",1976,49,19,5556784,0.34192439367807,0.362858540229788
"Rubella","North Carolina",1977,51,435,5641121,7.71123328147012,7.86243393404796
"Rubella","North Carolina",1978,50,204,5724190,3.5638230037787,3.70637592392985
"Rubella","North Carolina",1979,48,541,5804815,9.31984912525205,10.0965032190231
"Rubella","North Carolina",1980,49,48,5881766,0.816081428604946,0.866045597703208
"Rubella","North Carolina",1981,46,5,5954197,0.083974379752635,0.09492755972037
"Rubella","North Carolina",1982,33,2,6023017,0.0332059497756689,0.0523245269192358
"Rubella","North Carolina",1983,40,10,6089643,0.164213238772782,0.213477210404616
"Rubella","North Carolina",1985,14,1,6222335,0.0160711372820653,0.0596927956190998
"Rubella","North Carolina",1987,25,1,6365009,0.01571089687383,0.0326786654975665
"Rubella","North Carolina",1988,6,1,6444390,0.0155173724743537,0.134483894777732
"Rubella","North Carolina",1989,35,1,6531602,0.0153101796465859,0.0227465526177848
"Rubella","North Carolina",1990,7,1,6628637,0.0150860576616279,0.11206785691495
"Rubella","North Carolina",1991,27,3,6737074,0.0445297172036406,0.0857609368366412
"Rubella","North Carolina",1995,22,1,7268111,0.0137587331839043,0.0325206420710466
"Rubella","North Carolina",1996,28,85,7418999,1.14570712302293,2.12774179989973
"Rubella","North Carolina",1997,31,59,7574287,0.778951206892477,1.30662783091641
"Rubella","North Carolina",1998,47,11,7732325,0.142259928288063,0.157393963212325
"Rubella","North Carolina",1999,49,40,7891315,0.50688636811482,0.537920227387156
"Rubella","North Carolina",2000,36,82,8049313,1.01872047962354,1.471485137234
"Smallpox","North Carolina",1928,49,2402,3051145,78.7245443923511,83.5444144571889
"Smallpox","North Carolina",1929,52,583,3112698,18.7297322130191,18.7297322130191
"Smallpox","North Carolina",1930,52,562,3170276,17.7271631870537,17.7271631870537
"Smallpox","North Carolina",1931,52,64,3222797,1.98585266152352,1.98585266152352
"Smallpox","North Carolina",1932,52,72,3270525,2.20148141353452,2.20148141353452
"Smallpox","North Carolina",1933,52,37,3314127,1.11643277400051,1.11643277400051
"Smallpox","North Carolina",1934,52,18,3354334,0.536619191768023,0.536619191768023
"Smallpox","North Carolina",1935,52,22,3391936,0.648597143342327,0.648597143342327
"Smallpox","North Carolina",1936,50,20,3427771,0.583469549161831,0.606808331128305
"Smallpox","North Carolina",1937,52,12,3462717,0.346548678393296,0.346548678393296
"Smallpox","North Carolina",1938,52,35,3497696,1.00065871933982,1.00065871933982
"Smallpox","North Carolina",1939,52,21,3533666,0.594283670273308,0.594283670273308
"Smallpox","North Carolina",1940,51,11,3571623,0.307983233392774,0.314022120322044
"Smallpox","North Carolina",1941,51,3,3612382,0.0830476953987701,0.0846760815830597
"Smallpox","North Carolina",1942,52,8,3655872,0.218826042049612,0.218826042049612
"Smallpox","North Carolina",1943,52,21,3701788,0.567293426852105,0.567293426852105
"Smallpox","North Carolina",1944,51,3,3749809,0.0800040748742136,0.0815727822246884
"Smallpox","North Carolina",1945,52,2,3799599,0.0526371335501457,0.0526371335501457
"Smallpox","North Carolina",1946,52,3,3850802,0.0779058492230969,0.0779058492230969
"Smallpox","North Carolina",1947,49,2,3903045,0.0512420430714993,0.0543793110146523
"Smallpox","North Carolina",1948,24,3,3955929,0.0758355369876456,0.164310330139899
"Smallpox","North Carolina",1949,2,2,4009038,0.049887279691537,1.29706927197996
